pair_id,lang,density,signal,value,model
MP068,en,high,layer_delta,0.08258308063853871,bert-base-uncased
MP069,en,low,layer_delta,0.06796785376288673,bert-base-uncased
MP069,en,high,layer_delta,0.08339349248192528,bert-base-uncased
MP070,en,low,layer_delta,0.06837839430028742,bert-base-uncased
MP070,en,high,layer_delta,0.073725088076158,bert-base-uncased
MP071,en,low,layer_delta,0.07248020713979547,bert-base-uncased
MP071,en,high,layer_delta,0.07972909645600752,bert-base-uncased
MP072,en,low,layer_delta,0.07383576306429776,bert-base-uncased
MP072,en,high,layer_delta,0.08259956403212114,bert-base-uncased
MP073,en,low,layer_delta,0.07144797390157526,bert-base-uncased
MP073,en,high,layer_delta,0.08061583475633101,bert-base-uncased
MP074,en,low,layer_delta,0.07456713373010809,bert-base-uncased
MP074,en,high,layer_delta,0.08454316854476929,bert-base-uncased
MP075,en,low,layer_delta,0.07566417889161543,bert-base-uncased
MP075,en,high,layer_delta,0.08518289977853949,bert-base-uncased
MP076,en,low,layer_delta,0.0757231278852983,bert-base-uncased
MP076,en,high,layer_delta,0.07833132418719205,bert-base-uncased
MP077,en,low,layer_delta,0.07773616097190163,bert-base-uncased
MP077,en,high,layer_delta,0.10043883323669434,bert-base-uncased
MP078,en,low,layer_delta,0.0694251385602084,bert-base-uncased
MP078,en,high,layer_delta,0.08885270898992365,bert-base-uncased
MP079,en,low,layer_delta,0.07136594165455211,bert-base-uncased
MP079,en,high,layer_delta,0.08695919405330312,bert-base-uncased
MP080,en,low,layer_delta,0.08285143700512973,bert-base-uncased
MP080,en,high,layer_delta,0.08388998291709206,bert-base-uncased
MP081,en,low,layer_delta,0.06894674626263705,bert-base-uncased
MP081,en,high,layer_delta,0.0830773494460366,bert-base-uncased
MP082,en,low,layer_delta,0.07229256629943848,bert-base-uncased
MP082,en,high,layer_delta,0.08210227164355191,bert-base-uncased
MP083,en,low,layer_delta,0.06354952942241322,bert-base-uncased
MP083,en,high,layer_delta,0.08034732666882602,bert-base-uncased
MP084,en,low,layer_delta,0.06495202671397816,bert-base-uncased
MP084,en,high,layer_delta,0.08742341670123013,bert-base-uncased
MP085,en,low,layer_delta,0.07073192704807628,bert-base-uncased
MP085,en,high,layer_delta,0.07641526785763827,bert-base-uncased
MP086,en,low,layer_delta,0.08093333786184137,bert-base-uncased
MP086,en,high,layer_delta,0.08522705598310991,bert-base-uncased
MP087,en,low,layer_delta,0.07082092761993408,bert-base-uncased
MP087,en,high,layer_delta,0.07751147855411876,bert-base-uncased
MP088,en,low,layer_delta,0.06579468467018822,bert-base-uncased
MP088,en,high,layer_delta,0.08141396262428978,bert-base-uncased
MP089,en,low,layer_delta,0.0670313455841758,bert-base-uncased
MP089,en,high,layer_delta,0.08478378707712347,bert-base-uncased
MP090,en,low,layer_delta,0.06683322516354648,bert-base-uncased
MP090,en,high,layer_delta,0.0808950120752508,bert-base-uncased
MP091,en,low,layer_delta,0.07686237313530662,bert-base-uncased
MP091,en,high,layer_delta,0.07723744890906593,bert-base-uncased
MP092,en,low,layer_delta,0.07079850543629039,bert-base-uncased
MP092,en,high,layer_delta,0.07836241613734853,bert-base-uncased
MP093,en,low,layer_delta,0.07168010148135098,bert-base-uncased
MP093,en,high,layer_delta,0.07683536139401523,bert-base-uncased
MP094,en,low,layer_delta,0.07228435711427168,bert-base-uncased
MP094,en,high,layer_delta,0.08257928761568936,bert-base-uncased
MP095,en,low,layer_delta,0.0720859169960022,bert-base-uncased
MP095,en,high,layer_delta,0.07712961868806319,bert-base-uncased
MP096,en,low,layer_delta,0.07317144762385976,bert-base-uncased
MP096,en,high,layer_delta,0.08358312194997614,bert-base-uncased
MP097,en,low,layer_delta,0.06828949126330289,bert-base-uncased
MP097,en,high,layer_delta,0.09037974205884067,bert-base-uncased
MP098,en,low,layer_delta,0.07470340078527277,bert-base-uncased
MP098,en,high,layer_delta,0.0703559463674372,bert-base-uncased
MP099,en,low,layer_delta,0.07472396980632436,bert-base-uncased
MP099,en,high,layer_delta,0.07803596691651778,bert-base-uncased
MP100,en,low,layer_delta,0.07989811897277832,bert-base-uncased
MP100,en,high,layer_delta,0.07822420380332253,bert-base-uncased
MP001,ko,low,surprisal_mean,3.9564692974090576,Qwen3-0.6B
MP001,ko,low,surprisal_cv,0.8097605621356649,Qwen3-0.6B
MP001,ko,high,surprisal_mean,7.5093560218811035,Qwen3-0.6B
MP001,ko,high,surprisal_cv,0.5526760693393095,Qwen3-0.6B
MP002,ko,low,surprisal_mean,3.4319095611572266,Qwen3-0.6B
MP002,ko,low,surprisal_cv,1.048117218612727,Qwen3-0.6B
MP002,ko,high,surprisal_mean,5.87718391418457,Qwen3-0.6B
MP002,ko,high,surprisal_cv,0.8067618847825617,Qwen3-0.6B
MP003,ko,low,surprisal_mean,4.324504852294922,Qwen3-0.6B
MP003,ko,low,surprisal_cv,0.7880514394162629,Qwen3-0.6B
MP003,ko,high,surprisal_mean,6.554591178894043,Qwen3-0.6B
MP003,ko,high,surprisal_cv,0.6090714624679813,Qwen3-0.6B
MP004,ko,low,surprisal_mean,5.843770503997803,Qwen3-0.6B
MP004,ko,low,surprisal_cv,0.7675830190593534,Qwen3-0.6B
MP004,ko,high,surprisal_mean,5.540773868560791,Qwen3-0.6B
MP004,ko,high,surprisal_cv,0.6964813201375516,Qwen3-0.6B
MP005,ko,low,surprisal_mean,4.682033538818359,Qwen3-0.6B
MP005,ko,low,surprisal_cv,0.8314053052758636,Qwen3-0.6B
MP005,ko,high,surprisal_mean,5.884555339813232,Qwen3-0.6B
MP005,ko,high,surprisal_cv,0.6651111621834462,Qwen3-0.6B
MP006,ko,low,surprisal_mean,4.847400665283203,Qwen3-0.6B
MP006,ko,low,surprisal_cv,0.8521865000358414,Qwen3-0.6B
MP006,ko,high,surprisal_mean,6.830443859100342,Qwen3-0.6B
MP006,ko,high,surprisal_cv,0.5735789754008629,Qwen3-0.6B
MP007,ko,low,surprisal_mean,5.195803642272949,Qwen3-0.6B
MP007,ko,low,surprisal_cv,0.8449730582587105,Qwen3-0.6B
MP007,ko,high,surprisal_mean,6.770970344543457,Qwen3-0.6B
MP007,ko,high,surprisal_cv,0.7206279760119321,Qwen3-0.6B
MP008,ko,low,surprisal_mean,4.306983947753906,Qwen3-0.6B
MP008,ko,low,surprisal_cv,0.908528074592222,Qwen3-0.6B
MP008,ko,high,surprisal_mean,4.6869707107543945,Qwen3-0.6B
MP008,ko,high,surprisal_cv,0.9456477507702316,Qwen3-0.6B
MP009,ko,low,surprisal_mean,3.712285041809082,Qwen3-0.6B
MP009,ko,low,surprisal_cv,1.0624764107963283,Qwen3-0.6B
MP009,ko,high,surprisal_mean,6.376321792602539,Qwen3-0.6B
MP009,ko,high,surprisal_cv,0.7800529088770323,Qwen3-0.6B
MP010,ko,low,surprisal_mean,3.9733469486236572,Qwen3-0.6B
MP010,ko,low,surprisal_cv,1.0197548491699662,Qwen3-0.6B
MP010,ko,high,surprisal_mean,6.757928371429443,Qwen3-0.6B
MP010,ko,high,surprisal_cv,0.7084207939291127,Qwen3-0.6B
MP011,ko,low,surprisal_mean,4.794643402099609,Qwen3-0.6B
MP011,ko,low,surprisal_cv,0.7016674913183292,Qwen3-0.6B
MP011,ko,high,surprisal_mean,5.741300582885742,Qwen3-0.6B
MP011,ko,high,surprisal_cv,0.6948247468459027,Qwen3-0.6B
MP012,ko,low,surprisal_mean,4.971517086029053,Qwen3-0.6B
MP012,ko,low,surprisal_cv,0.7646463014112859,Qwen3-0.6B
MP012,ko,high,surprisal_mean,5.781207084655762,Qwen3-0.6B
MP012,ko,high,surprisal_cv,0.8144389617446928,Qwen3-0.6B
MP013,ko,low,surprisal_mean,4.126443862915039,Qwen3-0.6B
MP013,ko,low,surprisal_cv,0.8633748468176585,Qwen3-0.6B
MP013,ko,high,surprisal_mean,5.71886682510376,Qwen3-0.6B
MP013,ko,high,surprisal_cv,0.7673893473904776,Qwen3-0.6B
MP014,ko,low,surprisal_mean,4.493362903594971,Qwen3-0.6B
MP014,ko,low,surprisal_cv,0.782917967772425,Qwen3-0.6B
MP014,ko,high,surprisal_mean,6.915887832641602,Qwen3-0.6B
MP014,ko,high,surprisal_cv,0.4511537350785071,Qwen3-0.6B
MP015,ko,low,surprisal_mean,4.994660377502441,Qwen3-0.6B
MP015,ko,low,surprisal_cv,0.8372096114799303,Qwen3-0.6B
MP015,ko,high,surprisal_mean,5.844814300537109,Qwen3-0.6B
MP015,ko,high,surprisal_cv,0.718546918427089,Qwen3-0.6B
MP016,ko,low,surprisal_mean,6.169713973999023,Qwen3-0.6B
MP016,ko,low,surprisal_cv,0.7280578260049149,Qwen3-0.6B
MP016,ko,high,surprisal_mean,6.45328950881958,Qwen3-0.6B
MP016,ko,high,surprisal_cv,0.6410195734281018,Qwen3-0.6B
MP017,ko,low,surprisal_mean,5.508307933807373,Qwen3-0.6B
MP017,ko,low,surprisal_cv,0.7629101320414159,Qwen3-0.6B
MP017,ko,high,surprisal_mean,6.5390801429748535,Qwen3-0.6B
MP017,ko,high,surprisal_cv,0.6457650857576142,Qwen3-0.6B
MP018,ko,low,surprisal_mean,5.653419017791748,Qwen3-0.6B
MP018,ko,low,surprisal_cv,0.6931736441249333,Qwen3-0.6B
MP018,ko,high,surprisal_mean,6.0444865226745605,Qwen3-0.6B
MP018,ko,high,surprisal_cv,0.6788610335696831,Qwen3-0.6B
MP019,ko,low,surprisal_mean,3.898772716522217,Qwen3-0.6B
MP019,ko,low,surprisal_cv,0.9623184931775189,Qwen3-0.6B
MP019,ko,high,surprisal_mean,5.506083011627197,Qwen3-0.6B
MP019,ko,high,surprisal_cv,0.7994932562882633,Qwen3-0.6B
MP020,ko,low,surprisal_mean,4.023792743682861,Qwen3-0.6B
MP020,ko,low,surprisal_cv,1.1057325885107738,Qwen3-0.6B
MP020,ko,high,surprisal_mean,5.703413009643555,Qwen3-0.6B
MP020,ko,high,surprisal_cv,0.6086898459713354,Qwen3-0.6B
MP021,ko,low,surprisal_mean,5.636416435241699,Qwen3-0.6B
MP021,ko,low,surprisal_cv,0.6197451315192471,Qwen3-0.6B
MP021,ko,high,surprisal_mean,5.170516014099121,Qwen3-0.6B
MP021,ko,high,surprisal_cv,0.8364802658417935,Qwen3-0.6B
MP022,ko,low,surprisal_mean,4.184937477111816,Qwen3-0.6B
MP022,ko,low,surprisal_cv,0.9214281378776443,Qwen3-0.6B
MP022,ko,high,surprisal_mean,5.8203630447387695,Qwen3-0.6B
MP022,ko,high,surprisal_cv,0.6850895509565913,Qwen3-0.6B
MP023,ko,low,surprisal_mean,5.068272113800049,Qwen3-0.6B
MP023,ko,low,surprisal_cv,0.9535438943708797,Qwen3-0.6B
MP023,ko,high,surprisal_mean,4.997647762298584,Qwen3-0.6B
MP023,ko,high,surprisal_cv,0.8348119840631587,Qwen3-0.6B
MP024,ko,low,surprisal_mean,4.717126369476318,Qwen3-0.6B
MP024,ko,low,surprisal_cv,0.9443115194884254,Qwen3-0.6B
MP024,ko,high,surprisal_mean,7.93449068069458,Qwen3-0.6B
MP024,ko,high,surprisal_cv,0.49552128856149974,Qwen3-0.6B
MP025,ko,low,surprisal_mean,5.073574542999268,Qwen3-0.6B
MP025,ko,low,surprisal_cv,0.782462536017483,Qwen3-0.6B
MP025,ko,high,surprisal_mean,7.678843975067139,Qwen3-0.6B
MP025,ko,high,surprisal_cv,0.614053363199903,Qwen3-0.6B
MP026,ko,low,surprisal_mean,4.285337924957275,Qwen3-0.6B
MP026,ko,low,surprisal_cv,0.8583575375777512,Qwen3-0.6B
MP026,ko,high,surprisal_mean,7.145108222961426,Qwen3-0.6B
MP026,ko,high,surprisal_cv,0.6582329267318173,Qwen3-0.6B
MP027,ko,low,surprisal_mean,4.8031840324401855,Qwen3-0.6B
MP027,ko,low,surprisal_cv,0.7301066587850633,Qwen3-0.6B
MP027,ko,high,surprisal_mean,6.015924453735352,Qwen3-0.6B
MP027,ko,high,surprisal_cv,0.5801634271954277,Qwen3-0.6B
MP028,ko,low,surprisal_mean,4.770569801330566,Qwen3-0.6B
MP028,ko,low,surprisal_cv,1.0316892890741276,Qwen3-0.6B
MP028,ko,high,surprisal_mean,6.9228129386901855,Qwen3-0.6B
MP028,ko,high,surprisal_cv,0.6029016278513099,Qwen3-0.6B
MP029,ko,low,surprisal_mean,4.584278106689453,Qwen3-0.6B
MP029,ko,low,surprisal_cv,0.8262926436178206,Qwen3-0.6B
MP029,ko,high,surprisal_mean,10.421587944030762,Qwen3-0.6B
MP029,ko,high,surprisal_cv,0.6899140600199588,Qwen3-0.6B
MP030,ko,low,surprisal_mean,4.8611273765563965,Qwen3-0.6B
MP030,ko,low,surprisal_cv,0.6653869912349821,Qwen3-0.6B
MP030,ko,high,surprisal_mean,5.086456775665283,Qwen3-0.6B
MP030,ko,high,surprisal_cv,1.0987017691693453,Qwen3-0.6B
MP031,ko,low,surprisal_mean,4.319476127624512,Qwen3-0.6B
MP031,ko,low,surprisal_cv,0.7994605769274779,Qwen3-0.6B
MP031,ko,high,surprisal_mean,5.098299980163574,Qwen3-0.6B
MP031,ko,high,surprisal_cv,0.608283925626325,Qwen3-0.6B
MP032,ko,low,surprisal_mean,4.753697872161865,Qwen3-0.6B
MP032,ko,low,surprisal_cv,0.7923665980705292,Qwen3-0.6B
MP032,ko,high,surprisal_mean,5.532670021057129,Qwen3-0.6B
MP032,ko,high,surprisal_cv,0.6958562754329183,Qwen3-0.6B
MP033,ko,low,surprisal_mean,4.3874406814575195,Qwen3-0.6B
MP033,ko,low,surprisal_cv,0.9523957361787969,Qwen3-0.6B
MP033,ko,high,surprisal_mean,5.669566631317139,Qwen3-0.6B
MP033,ko,high,surprisal_cv,0.7620938118894038,Qwen3-0.6B
MP034,ko,low,surprisal_mean,4.575087547302246,Qwen3-0.6B
MP034,ko,low,surprisal_cv,0.9391476733089745,Qwen3-0.6B
MP034,ko,high,surprisal_mean,6.833826065063477,Qwen3-0.6B
MP034,ko,high,surprisal_cv,0.5962997630333007,Qwen3-0.6B
MP035,ko,low,surprisal_mean,5.976290225982666,Qwen3-0.6B
MP035,ko,low,surprisal_cv,0.664984345648523,Qwen3-0.6B
MP035,ko,high,surprisal_mean,6.709978103637695,Qwen3-0.6B
MP035,ko,high,surprisal_cv,0.7474944992514062,Qwen3-0.6B
MP036,ko,low,surprisal_mean,3.2635161876678467,Qwen3-0.6B
MP036,ko,low,surprisal_cv,0.764599291690325,Qwen3-0.6B
MP036,ko,high,surprisal_mean,4.966376304626465,Qwen3-0.6B
MP036,ko,high,surprisal_cv,0.7434150364196349,Qwen3-0.6B
MP037,ko,low,surprisal_mean,5.440457344055176,Qwen3-0.6B
MP037,ko,low,surprisal_cv,0.7342936544620708,Qwen3-0.6B
MP037,ko,high,surprisal_mean,5.1906890869140625,Qwen3-0.6B
MP037,ko,high,surprisal_cv,0.877614170490206,Qwen3-0.6B
MP038,ko,low,surprisal_mean,5.296202659606934,Qwen3-0.6B
MP038,ko,low,surprisal_cv,0.8670566553617102,Qwen3-0.6B
MP038,ko,high,surprisal_mean,6.305971145629883,Qwen3-0.6B
MP038,ko,high,surprisal_cv,0.7324417852695195,Qwen3-0.6B
MP039,ko,low,surprisal_mean,5.422715663909912,Qwen3-0.6B
MP039,ko,low,surprisal_cv,0.6696189372715723,Qwen3-0.6B
MP039,ko,high,surprisal_mean,6.047792911529541,Qwen3-0.6B
MP039,ko,high,surprisal_cv,0.5652843004855918,Qwen3-0.6B
MP040,ko,low,surprisal_mean,4.658079147338867,Qwen3-0.6B
MP040,ko,low,surprisal_cv,1.0113132739045343,Qwen3-0.6B
MP040,ko,high,surprisal_mean,6.012531280517578,Qwen3-0.6B
MP040,ko,high,surprisal_cv,0.7779130481704126,Qwen3-0.6B
MP041,ko,low,surprisal_mean,5.828944206237793,Qwen3-0.6B
MP041,ko,low,surprisal_cv,0.6695436951084867,Qwen3-0.6B
MP041,ko,high,surprisal_mean,6.4509501457214355,Qwen3-0.6B
MP041,ko,high,surprisal_cv,0.7908852204259026,Qwen3-0.6B
MP042,ko,low,surprisal_mean,5.059719085693359,Qwen3-0.6B
MP042,ko,low,surprisal_cv,0.7607048802230575,Qwen3-0.6B
MP042,ko,high,surprisal_mean,4.826172351837158,Qwen3-0.6B
MP042,ko,high,surprisal_cv,0.7314156968140394,Qwen3-0.6B
MP043,ko,low,surprisal_mean,5.413266181945801,Qwen3-0.6B
MP043,ko,low,surprisal_cv,0.8278590617453528,Qwen3-0.6B
MP043,ko,high,surprisal_mean,5.864929676055908,Qwen3-0.6B
MP043,ko,high,surprisal_cv,0.6092955569075301,Qwen3-0.6B
MP044,ko,low,surprisal_mean,4.676188945770264,Qwen3-0.6B
MP044,ko,low,surprisal_cv,0.7537444107421926,Qwen3-0.6B
MP044,ko,high,surprisal_mean,5.630960464477539,Qwen3-0.6B
MP044,ko,high,surprisal_cv,0.6272155162297114,Qwen3-0.6B
MP045,ko,low,surprisal_mean,4.862956523895264,Qwen3-0.6B
MP045,ko,low,surprisal_cv,0.8572248713761392,Qwen3-0.6B
MP045,ko,high,surprisal_mean,6.224448204040527,Qwen3-0.6B
MP045,ko,high,surprisal_cv,0.754266058746788,Qwen3-0.6B
MP046,ko,low,surprisal_mean,5.516602039337158,Qwen3-0.6B
MP046,ko,low,surprisal_cv,0.6782213430643252,Qwen3-0.6B
MP046,ko,high,surprisal_mean,5.93140983581543,Qwen3-0.6B
MP046,ko,high,surprisal_cv,0.7546526784943844,Qwen3-0.6B
MP047,ko,low,surprisal_mean,5.101810932159424,Qwen3-0.6B
MP047,ko,low,surprisal_cv,0.850789112695569,Qwen3-0.6B
MP047,ko,high,surprisal_mean,5.767029762268066,Qwen3-0.6B
MP047,ko,high,surprisal_cv,0.7238320927379523,Qwen3-0.6B
MP048,ko,low,surprisal_mean,4.106198787689209,Qwen3-0.6B
MP048,ko,low,surprisal_cv,0.9400790657004868,Qwen3-0.6B
MP048,ko,high,surprisal_mean,6.448835849761963,Qwen3-0.6B
MP048,ko,high,surprisal_cv,0.6267024948303441,Qwen3-0.6B
MP049,ko,low,surprisal_mean,4.975161552429199,Qwen3-0.6B
MP049,ko,low,surprisal_cv,0.806372732038596,Qwen3-0.6B
MP049,ko,high,surprisal_mean,6.7195868492126465,Qwen3-0.6B
MP049,ko,high,surprisal_cv,0.6320558577224039,Qwen3-0.6B
MP050,ko,low,surprisal_mean,4.332808971405029,Qwen3-0.6B
MP050,ko,low,surprisal_cv,0.8088661486748556,Qwen3-0.6B
MP050,ko,high,surprisal_mean,4.910363674163818,Qwen3-0.6B
MP050,ko,high,surprisal_cv,0.8258233142002008,Qwen3-0.6B
MP051,en,low,surprisal_mean,7.2130842208862305,Qwen3-0.6B
MP051,en,low,surprisal_cv,0.816702973839411,Qwen3-0.6B
MP051,en,high,surprisal_mean,10.249886512756348,Qwen3-0.6B
MP051,en,high,surprisal_cv,0.6802870073104992,Qwen3-0.6B
MP052,en,low,surprisal_mean,6.95611572265625,Qwen3-0.6B
MP052,en,low,surprisal_cv,0.86943543733429,Qwen3-0.6B
MP052,en,high,surprisal_mean,12.281123161315918,Qwen3-0.6B
